c_number	Ko_ID	KEGG_pathway_def	Compound_def
C00031	ko04978	Mineral absorption	D-Glucose; Grape sugar; Dextrose; Glucose; D-Glucopyranose
C00032	ko04978	Mineral absorption	Heme; Haem; Protoheme; Heme B; Protoheme IX
C00037	ko04978	Mineral absorption	Glycine; Aminoacetic acid; Gly
C00038	ko04978	Mineral absorption	Zinc cation; Zn2+; Zn(II); Zinc ion
C00041	ko04978	Mineral absorption	L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine
C00064	ko04978	Mineral absorption	L-Glutamine; L-2-Aminoglutaramic acid
C00065	ko04978	Mineral absorption	L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine
C00070	ko04978	Mineral absorption	Copper
C00073	ko04978	Mineral absorption	L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid
C00076	ko04978	Mineral absorption	Calcium cation; Ca2+; Calcium(2+); Calcium ion
C00078	ko04978	Mineral absorption	L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
C00079	ko04978	Mineral absorption	L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
C00080	ko04978	Mineral absorption	H+; Hydron
C00123	ko04978	Mineral absorption	L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine
C00124	ko04978	Mineral absorption	D-Galactose; D-Galactopyranose
C00148	ko04978	Mineral absorption	L-Proline; 2-Pyrrolidinecarboxylic acid
C00152	ko04978	Mineral absorption	L-Asparagine; 2-Aminosuccinamic acid
C00183	ko04978	Mineral absorption	L-Valine; 2-Amino-3-methylbutyric acid
C00188	ko04978	Mineral absorption	L-Threonine; 2-Amino-3-hydroxybutyric acid
C00238	ko04978	Mineral absorption	Potassium cation; K+; Potassium(1+); Potassium ion
C00288	ko04978	Mineral absorption	HCO3-; Hydrogencarbonate; Bicarbonate; Hydrogen carbonate; Acid carbonate
C00305	ko04978	Mineral absorption	Magnesium cation; Mg2+; Magnesium(2+); Magnesium ion
C00407	ko04978	Mineral absorption	L-Isoleucine; 2-Amino-3-methylvaleric acid
C00698	ko04978	Mineral absorption	Cl-; Chloride; Chloride ion
C01330	ko04978	Mineral absorption	Sodium cation; Na+; Sodium(1+); Sodium ion
C01673	ko04978	Mineral absorption	Calcitriol; 1alpha,25-Dihydroxyvitamin D3; (1S,3R,5Z,7E)-9,10-Seco-5,7,10(19)-cholestatriene-1,3,25-
C14818	ko04978	Mineral absorption	Fe2+; Fe(II); Ferrous ion; Iron(2+)
C14819	ko04978	Mineral absorption	Fe3+; Fe(III); Ferric ion; Iron(3+)
C00002	ko04148	Efferocytosis	ATP; Adenosine 5'-triphosphate
C00003	ko04148	Efferocytosis	NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+
C00019	ko04148	Efferocytosis	S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM
C00031	ko04148	Efferocytosis	D-Glucose; Grape sugar; Dextrose; Glucose; D-Glucopyranose
C00062	ko04148	Efferocytosis	L-Arginine; (S)-2-Amino-5-guanidinovaleric acid; L-Arg
C00073	ko04148	Efferocytosis	L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid
C00075	ko04148	Efferocytosis	UTP; Uridine 5'-triphosphate; Uridine triphosphate
C00077	ko04148	Efferocytosis	L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate
C00134	ko04148	Efferocytosis	Putrescine; 1,4-Butanediamine; 1,4-Diaminobutane; Tetramethylenediamine; Butane-1,4-diamine
C00162	ko04148	Efferocytosis	Fatty acid
C00186	ko04148	Efferocytosis	(S)-Lactate; L-Lactate; L-Lactic acid
C00187	ko04148	Efferocytosis	Cholesterol; Cholest-5-en-3beta-ol
C00584	ko04148	Efferocytosis	Prostaglandin E2; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate; Dinoprostone; PGE2
C02530	ko04148	Efferocytosis	Cholesterol ester
C02737	ko04148	Efferocytosis	Phosphatidylserine; Phosphatidyl-L-serine; 1,2-Diacyl-sn-glycerol 3-phospho-L-serine; 3-O-sn-Phospha
C04230	ko04148	Efferocytosis	1-Acyl-sn-glycero-3-phosphocholine; 1-Acyl-sn-glycerol-3-phosphocholine; alpha-Acylglycerophosphocho
C06124	ko04148	Efferocytosis	Sphingosine 1-phosphate; Sphing-4-enine 1-phosphate; S1P
C06314	ko04148	Efferocytosis	Lipoxin A4; LXA4; 5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid; (7E,9E,11Z,13E)-(5S,6R,1
C15519	ko04148	Efferocytosis	25-Hydroxycholesterol; Cholest-5-ene-3beta,25-diol
C15610	ko04148	Efferocytosis	Cholest-5-ene-3beta,26-diol; Cholest-5-ene-3beta,27-diol; 26-Hydroxycholesterol; 27-Hydroxycholester
C18178	ko04148	Efferocytosis	Resolvin D1; 7S,8R,17S-Trihydroxydocosa-4Z,9E,11E,13Z,15E,19Z-hexaenoic acid
C00022	ko00053	Ascorbate and aldarate metabolism	Pyruvate; Pyruvic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; Pyroracemic acid
C00026	ko00053	Ascorbate and aldarate metabolism	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid
C00029	ko00053	Ascorbate and aldarate metabolism	UDP-glucose; UDPglucose; UDP-D-glucose; Uridine diphosphate glucose; UDP-alpha-D-glucose
C00072	ko00053	Ascorbate and aldarate metabolism	Ascorbate; Ascorbic acid; L-Ascorbate; L-Ascorbic acid; Vitamin C
C00096	ko00053	Ascorbate and aldarate metabolism	GDP-mannose; GDP-D-mannose; GDP-alpha-D-mannose
C00137	ko00053	Ascorbate and aldarate metabolism	myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inosi
C00167	ko00053	Ascorbate and aldarate metabolism	UDP-glucuronate; UDPglucuronate; UDP-D-glucuronate; UDP-alpha-D-glucuronate
C00191	ko00053	Ascorbate and aldarate metabolism	D-Glucuronate; Glucuronic acid; Glucuronate
C00216	ko00053	Ascorbate and aldarate metabolism	D-Arabinose; D-Arabinopyranose
C00231	ko00053	Ascorbate and aldarate metabolism	D-Xylulose 5-phosphate
C00259	ko00053	Ascorbate and aldarate metabolism	L-Arabinose; L-Arabinopyranose
C00333	ko00053	Ascorbate and aldarate metabolism	D-Galacturonate; D-Galacturonic acid
C00433	ko00053	Ascorbate and aldarate metabolism	2,5-Dioxopentanoate; 2-Oxoglutarate semialdehyde
C00545	ko00053	Ascorbate and aldarate metabolism	L-Arabinonate
C00558	ko00053	Ascorbate and aldarate metabolism	D-Tagaturonate; D-Tagaturonic acid
C00617	ko00053	Ascorbate and aldarate metabolism	UDP-D-galacturonate; UDPgalacturonate; UDP-alpha-D-galacturonate
C00618	ko00053	Ascorbate and aldarate metabolism	3-Dehydro-L-gulonate
C00652	ko00053	Ascorbate and aldarate metabolism	D-Arabinono-1,4-lactone
C00679	ko00053	Ascorbate and aldarate metabolism	5-Dehydro-4-deoxy-D-glucarate; (2R,3S)-2,3-Dihydroxy-5-oxohexanedioate
C00684	ko00053	Ascorbate and aldarate metabolism	2-Dehydro-3-deoxy-L-arabinonate; 2-Dehydro-3-deoxy-L-pentonate; 2-Dehydro-3-deoxy-L-arabinonic acid
C00800	ko00053	Ascorbate and aldarate metabolism	L-Gulonate; L-Gulonic acid; Gulonate; Gulonic acid
C00818	ko00053	Ascorbate and aldarate metabolism	D-Glucarate; D-Glucaric acid; L-Gularic acid; D-Saccharic acid; D-Glucosaccharic acid; Glucaric acid
C00878	ko00053	Ascorbate and aldarate metabolism	D-Arabinonate; D-Arabinonic acid
C00879	ko00053	Ascorbate and aldarate metabolism	D-Galactarate; D-Mucic acid; D-Galactaric acid; Galactaric acid; Galactarate; Mucic acid
C01040	ko00053	Ascorbate and aldarate metabolism	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-G
C01041	ko00053	Ascorbate and aldarate metabolism	Monodehydroascorbate; Monodehydroascorbate radical; Ascorbate radical; Semidehydroascorbic acid
C01101	ko00053	Ascorbate and aldarate metabolism	L-Ribulose 5-phosphate
C01114	ko00053	Ascorbate and aldarate metabolism	L-Arabinono-1,4-lactone; L-Arabonolactone
C01115	ko00053	Ascorbate and aldarate metabolism	L-Galactono-1,4-lactone
C01146	ko00053	Ascorbate and aldarate metabolism	2-Hydroxy-3-oxopropanoate; Tartronate semialdehyde
C01620	ko00053	Ascorbate and aldarate metabolism	Threonate; L-Threonate; (2R,3S)-2,3,4-Trihydroxybutanoic acid
C01825	ko00053	Ascorbate and aldarate metabolism	L-Galactose
C02280	ko00053	Ascorbate and aldarate metabolism	GDP-L-galactose; GDP-beta-L-galactose
C02670	ko00053	Ascorbate and aldarate metabolism	D-Glucuronolactone; Glucurone; D-Glucurono-3,6-lactone; D-Glucurone
C03033	ko00053	Ascorbate and aldarate metabolism	beta-D-Glucuronoside; O-beta-D-Glucuronoside; Glucuronide; beta-D-Glucuronide
C03064	ko00053	Ascorbate and aldarate metabolism	3-Dehydro-L-threonate; 3-Dehydro-D-erythronate
C03289	ko00053	Ascorbate and aldarate metabolism	L-xylo-Hexulonolactone; L-xylo-Hex-2-ulono-1,4-lactone
C03291	ko00053	Ascorbate and aldarate metabolism	L-Xylulose 5-phosphate
C03826	ko00053	Ascorbate and aldarate metabolism	2-Dehydro-3-deoxy-D-xylonate; 2-Dehydro-3-deoxy-D-arabinonate; 2-Dehydro-3-deoxy-D-pentonate; (4S)-4
C03921	ko00053	Ascorbate and aldarate metabolism	2-Dehydro-3-deoxy-D-glucarate
C04037	ko00053	Ascorbate and aldarate metabolism	1-Phospho-alpha-D-galacturonate; D-Galacturonate 1-phosphate
C04575	ko00053	Ascorbate and aldarate metabolism	(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate; 2,3-Diketo-L-gulonate; 2,3-Diketo-L-gulonic acid; (4R,5
C05385	ko00053	Ascorbate and aldarate metabolism	D-Glucuronate 1-phosphate; 1-Phospho-alpha-D-glucuronate
C05411	ko00053	Ascorbate and aldarate metabolism	L-Xylonate; L-Xylonic acid
C05412	ko00053	Ascorbate and aldarate metabolism	L-Lyxonate; L-Lyxonic acid
C05422	ko00053	Ascorbate and aldarate metabolism	Dehydroascorbate; Dehydroascorbic acid; L-Dehydroascorbate; L-Dehydroascorbic acid
C06316	ko00053	Ascorbate and aldarate metabolism	Dehydro-D-arabinono-1,4-lactone; (5R)-3,4-Dihydroxy-5-(hydroxymethyl)furan-2(5H)-one
C14899	ko00053	Ascorbate and aldarate metabolism	3-Dehydro-L-gulonate 6-phosphate
C15923	ko00053	Ascorbate and aldarate metabolism	L-Gulose
C15924	ko00053	Ascorbate and aldarate metabolism	L-Gulose 1-phosphate
C15925	ko00053	Ascorbate and aldarate metabolism	GDP-L-gulose
C15926	ko00053	Ascorbate and aldarate metabolism	beta-L-Galactose 1-phosphate; L-Galactose 1-phosphate
C15930	ko00053	Ascorbate and aldarate metabolism	L-Galactonate; L-Galactonic acid
C16186	ko00053	Ascorbate and aldarate metabolism	L-Ascorbate 6-phosphate
C20889	ko00053	Ascorbate and aldarate metabolism	D-Galactaro-1,5-lactone
C20896	ko00053	Ascorbate and aldarate metabolism	D-Galactaro-1,4-lactone
C21955	ko00053	Ascorbate and aldarate metabolism	L-Galactono-1,5-lactone
C00043	ko00550	Peptidoglycan biosynthesis	UDP-N-acetyl-alpha-D-glucosamine; UDP-N-acetyl-D-glucosamine; UDP-N-acetylglucosamine
C00133	ko00550	Peptidoglycan biosynthesis	D-Alanine; D-2-Aminopropionic acid; D-Ala
C00448	ko00550	Peptidoglycan biosynthesis	trans,trans-Farnesyl diphosphate; Farnesyl diphosphate; Farnesyl pyrophosphate; 2-trans,6-trans-Farn
C00692	ko00550	Peptidoglycan biosynthesis	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate; UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate
C00993	ko00550	Peptidoglycan biosynthesis	D-Alanyl-D-alanine; D-Ala-D-Ala
C01050	ko00550	Peptidoglycan biosynthesis	UDP-N-acetylmuramate; UDP-N-acetyl-alpha-D-muramate; UDP-N-acetylmuramic acid; UDP-MurNAc
C01212	ko00550	Peptidoglycan biosynthesis	UDP-N-acetylmuramoyl-L-alanine; UDP-N-acetyl-alpha-D-muramoyl-L-alanine
C04574	ko00550	Peptidoglycan biosynthesis	di-trans,poly-cis-Undecaprenyl diphosphate; Undecaprenyl diphosphate; Bactoprenyl diphosphate; ditra
C04631	ko00550	Peptidoglycan biosynthesis	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine; UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine; UDP-
C04702	ko00550	Peptidoglycan biosynthesis	UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala); UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L
C04851	ko00550	Peptidoglycan biosynthesis	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol; Undecaprenyl-diphospho-N-acet
C04877	ko00550	Peptidoglycan biosynthesis	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate; UDP-N-acetylmuramoyl-L-alan
C04882	ko00550	Peptidoglycan biosynthesis	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-
C05892	ko00550	Peptidoglycan biosynthesis	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-
C05893	ko00550	Peptidoglycan biosynthesis	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-al
C05894	ko00550	Peptidoglycan biosynthesis	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-ala
C05895	ko00550	Peptidoglycan biosynthesis	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glyc
C05896	ko00550	Peptidoglycan biosynthesis	Crosslinked peptidoglycan
C05897	ko00550	Peptidoglycan biosynthesis	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alan
C05898	ko00550	Peptidoglycan biosynthesis	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopi
C17541	ko00550	Peptidoglycan biosynthesis	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glyc
C17542	ko00550	Peptidoglycan biosynthesis	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glyc
C17549	ko00550	Peptidoglycan biosynthesis	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-a
C17550	ko00550	Peptidoglycan biosynthesis	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-a
C17556	ko00550	Peptidoglycan biosynthesis	di-trans,poly-cis-Undecaprenyl phosphate; Undecaprenyl phosphate; ditrans,octacis-Undecaprenyl phosp
C17558	ko00550	Peptidoglycan biosynthesis	di-trans,poly-cis-Undecaprenol; Undecaprenol
C22053	ko00550	Peptidoglycan biosynthesis	UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate; UDP-MurNAc-L-Ala-L-Glu
C00029	ko01250	Biosynthesis of nucleotide sugars	UDP-glucose; UDPglucose; UDP-D-glucose; Uridine diphosphate glucose; UDP-alpha-D-glucose
C00043	ko01250	Biosynthesis of nucleotide sugars	UDP-N-acetyl-alpha-D-glucosamine; UDP-N-acetyl-D-glucosamine; UDP-N-acetylglucosamine
C00052	ko01250	Biosynthesis of nucleotide sugars	UDP-alpha-D-galactose; UDP-D-galactose; UDP-galactose; UDP-D-galactopyranose; UDP-alpha-D-galactopyr
C00085	ko01250	Biosynthesis of nucleotide sugars	D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester
C00095	ko01250	Biosynthesis of nucleotide sugars	D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose
C00096	ko01250	Biosynthesis of nucleotide sugars	GDP-mannose; GDP-D-mannose; GDP-alpha-D-mannose
C00103	ko01250	Biosynthesis of nucleotide sugars	D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate
C00128	ko01250	Biosynthesis of nucleotide sugars	CMP-N-acetylneuraminate; CMP-N-acetyl-beta-neuraminate
C00137	ko01250	Biosynthesis of nucleotide sugars	myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inosi
C00140	ko01250	Biosynthesis of nucleotide sugars	N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc
C00159	ko01250	Biosynthesis of nucleotide sugars	D-Mannose; Mannose; Seminose; Carubinose; D-Mannopyranose
C00167	ko01250	Biosynthesis of nucleotide sugars	UDP-glucuronate; UDPglucuronate; UDP-D-glucuronate; UDP-alpha-D-glucuronate
C00190	ko01250	Biosynthesis of nucleotide sugars	UDP-D-xylose; UDP-xylose; UDP-alpha-D-xylose
C00191	ko01250	Biosynthesis of nucleotide sugars	D-Glucuronate; Glucuronic acid; Glucuronate
C00199	ko01250	Biosynthesis of nucleotide sugars	D-Ribulose 5-phosphate
C00203	ko01250	Biosynthesis of nucleotide sugars	UDP-N-acetyl-D-galactosamine; UDP-N-acetyl-alpha-D-galactosamine
C00216	ko01250	Biosynthesis of nucleotide sugars	D-Arabinose; D-Arabinopyranose
C00259	ko01250	Biosynthesis of nucleotide sugars	L-Arabinose; L-Arabinopyranose
C00267	ko01250	Biosynthesis of nucleotide sugars	alpha-D-Glucose
C00270	ko01250	Biosynthesis of nucleotide sugars	N-Acetylneuraminate; N-Acetylneuraminic acid; 5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonuloso
C00275	ko01250	Biosynthesis of nucleotide sugars	D-Mannose 6-phosphate
C00325	ko01250	Biosynthesis of nucleotide sugars	GDP-L-fucose; GDP-beta-L-fucose
C00329	ko01250	Biosynthesis of nucleotide sugars	D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose
C00333	ko01250	Biosynthesis of nucleotide sugars	D-Galacturonate; D-Galacturonic acid
C00352	ko01250	Biosynthesis of nucleotide sugars	D-Glucosamine 6-phosphate; D-Glucosamine phosphate
C00357	ko01250	Biosynthesis of nucleotide sugars	N-Acetyl-D-glucosamine 6-phosphate
C00394	ko01250	Biosynthesis of nucleotide sugars	GDP-glucose; GDP-D-glucose; GDP-alpha-D-glucose
C00446	ko01250	Biosynthesis of nucleotide sugars	alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate
C00498	ko01250	Biosynthesis of nucleotide sugars	ADP-glucose; ADP-alpha-D-glucose; Adenosine diphosphoglucose
C00501	ko01250	Biosynthesis of nucleotide sugars	CDP-glucose; CDP-D-Glucose
C00617	ko01250	Biosynthesis of nucleotide sugars	UDP-D-galacturonate; UDPgalacturonate; UDP-alpha-D-galacturonate
C00636	ko01250	Biosynthesis of nucleotide sugars	D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate
C00645	ko01250	Biosynthesis of nucleotide sugars	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose
C00668	ko01250	Biosynthesis of nucleotide sugars	alpha-D-Glucose 6-phosphate
C00688	ko01250	Biosynthesis of nucleotide sugars	dTDP-4-dehydro-beta-L-rhamnose; dTDP-4-dehydro-6-deoxy-beta-L-mannose; dTDP-4-oxo-6-deoxy-L-mannose;
C00842	ko01250	Biosynthesis of nucleotide sugars	dTDP-glucose; dTDP-D-glucose; dTDP-alpha-D-glucose
C00935	ko01250	Biosynthesis of nucleotide sugars	UDP-L-arabinose; UDP-L-arabinopyranose; UDP-beta-L-arabinopyranose
C00976	ko01250	Biosynthesis of nucleotide sugars	GDP-D-mannuronate; GDP-D-mannuronic acid
C00984	ko01250	Biosynthesis of nucleotide sugars	alpha-D-Galactose
C01019	ko01250	Biosynthesis of nucleotide sugars	L-Fucose; L-Fucopyranose; 6-Deoxy-L-galactose
C01050	ko01250	Biosynthesis of nucleotide sugars	UDP-N-acetylmuramate; UDP-N-acetyl-alpha-D-muramate; UDP-N-acetylmuramic acid; UDP-MurNAc
C01112	ko01250	Biosynthesis of nucleotide sugars	D-Arabinose 5-phosphate
C01132	ko01250	Biosynthesis of nucleotide sugars	N-Acetyl-D-galactosamine; N-Acetyl-D-chondrosamine; 2-Acetamido-2-deoxy-D-galactose
C01170	ko01250	Biosynthesis of nucleotide sugars	UDP-N-acetyl-D-mannosamine; UDP-N-acetyl-alpha-D-mannosamine
C01187	ko01250	Biosynthesis of nucleotide sugars	3-Deoxy-D-manno-octulosonate; Ketodeoxyoctonate; KDO; 2-Dehydro-3-deoxy-D-octonate; 3-Deoxy-D-manno-
C01219	ko01250	Biosynthesis of nucleotide sugars	CDP-4-dehydro-6-deoxy-D-glucose
C01222	ko01250	Biosynthesis of nucleotide sugars	GDP-4-dehydro-6-deoxy-D-mannose; GDP-4-dehydro-6-deoxy-D-talose; GDP-4-oxo-6-deoxy-D-mannose; GDP-4-
C01623	ko01250	Biosynthesis of nucleotide sugars	UDP-apiose; UDP-D-apiose; UDP-alpha-D-apiose
C01788	ko01250	Biosynthesis of nucleotide sugars	CDP-abequose; CDP-alpha-D-abequose
C02199	ko01250	Biosynthesis of nucleotide sugars	UDP-L-rhamnose; UDP-rhamnose; UDP-beta-L-rhamnose
C02280	ko01250	Biosynthesis of nucleotide sugars	GDP-L-galactose; GDP-beta-L-galactose
C02713	ko01250	Biosynthesis of nucleotide sugars	N-Acetylmuramate; N-Acetylmuramic acid; N-Acetyl-D-muramoate
C02977	ko01250	Biosynthesis of nucleotide sugars	GDP-6-deoxy-D-talose; GDP-6-deoxy-alpha-D-talose
C02985	ko01250	Biosynthesis of nucleotide sugars	L-Fucose 1-phosphate; 6-Deoxy-L-galactose 1-phosphate; beta-L-Fucose 1-phosphate
C03117	ko01250	Biosynthesis of nucleotide sugars	GDP-6-deoxy-D-mannose; GDP-D-rhamnose; GDP-6-deoxy-alpha-D-mannose; GDP-alpha-D-rhamnose
C03187	ko01250	Biosynthesis of nucleotide sugars	dTDP-6-deoxy-beta-L-talose; dTDP-beta-L-pneumose
C03319	ko01250	Biosynthesis of nucleotide sugars	dTDP-L-rhamnose; dTDP-6-deoxy-L-mannose; dTDP-6-deoxy-beta-L-mannose; dTDP-beta-L-rhamnose
C03442	ko01250	Biosynthesis of nucleotide sugars	dTDP-L-dihydrostreptose
C03598	ko01250	Biosynthesis of nucleotide sugars	CDP-3,6-dideoxy-D-glucose; CDP-paratose; CDP-alpha-D-paratose; CDP-3,6-dideoxy-alpha-D-ribo-hexose
C03599	ko01250	Biosynthesis of nucleotide sugars	CDP-3,6-dideoxy-D-mannose; CDP-tyvelose; CDP-alpha-D-tyvelose; CDP-3,6-dideoxy-alpha-D-arabino-hexos
